Title,Description,Coding,2nd Coding,3rd coding,polarity
Will Taylor Swift be at Allegiant Stadium on Sunday?,"The famed singer-songwriter superstar is dating Travis Kelce of the Chiefs, who play the Raiders on Sunday afternoon at Allegiant Stadium.",,1,1,neutral
Fans are convinced Travis Kelce just admitted he's in love with Taylor Swift,"Swifties are abuzz with speculation and excitement following recent remarks by NFL star Travis Kelce on the ""New Heights"" podcast. See the details.",,1,1,neutral
Taylor Swift’s bittersweet moment at final show after fan tragically died in Rio,"The tragic passing of Ana Clara Benevides cast a somber shadow over Taylor Swift's recent concert series in Brazil. In her last performance, the singer celebrated a bittersweet moment. See the details.",,5,5,neutral
Father of fan who died before Taylor Swift concert pays tribute to daughter,"The father of Ana Clara Benevides praised his ""happy and intelligent"" daughter The post Father of fan who died before Taylor Swift concert pays tribute to daughter appeared first on NME.",,5,5,neutral
"Songs By Taylor Swift; Dua Lipa; The Kid LAROI, Jung Kook & Central Cee; Usher, Summer Walker & 21 Savage Make Top 15 At Pop Radio","Of the five songs that appear between #11 and #15 on this week’s Mediabase pop radio airplay chart, four are new to the Top 15. Indeed, Taylor Swift’s “Is It Over Now? (Taylor’s Version),” Dua Lipa’s “Houdini,” The Kid LAROI, Jung Kook & Central Cee’s “TOO MUCH,” and Usher, Summer Walker & 21 Savage’s “Good […]The post Songs By Taylor Swift; Dua Lipa; The Kid LAROI, Jung Kook & Central Cee; Usher, Summer Walker & 21 Savage Make Top 15 At Pop Radio appeared first on Headline Planet.",,6,6,positive
"TMZ: Travis Kelce, Taylor Swift 'Committing to Making It Work' Ahead of Holidays","Kansas City Chiefs star Travis Kelce and Taylor Swift are ""moving forward with plans to be together for the holidays,"" according to TMZ Sports. ""We're told…",,1,1,neutral
Travis Kelce talks being guarded in Taylor Swift romance and the one warning he received,"Travis Kelce went all out when talking about his headline-grabbing relationship with Taylor Swift in a new interview, read what he had to say about being more guarded than usual…",,1,1,neutral
Taylor Swift's boyfriend Travis Kelce has been her 'biggest support system' as she 'leans on' the NFL star after fan's tragic death at concert in Brazil: 'She is so grateful',Swift is said to have been 'completely beside herself' in the days following the 'traumatic experience' and that it 'has been so hard for her to talk about.',,1,1,neutral
Stray Kids Match Taylor Swift With Their Latest No. 1 Album,"Stray Kids dominate the Billboard 200 albums chart this week with their new set Rock-Star, their second No. 1 title of 2023.",,6,3,neutral
Taylor Swift Is ‘More Free’ in Romance With Travis Kelce & ‘Loves’ Being With Him,The singer has been dating the NFL player for a few months and has showed up to many football games to support him.,,1,1,neutral
Taylor Swift debuts ‘Say Don’t Go’ and ‘It’s Time To Go’ live at final ‘Eras’ show of 2023,"The singer said that all her surprise songs will be ""fair game"" again when she resumes the tour in 2024The post Taylor Swift debuts ‘Say Don’t Go’ and ‘It’s Time To Go’ live at final ‘Eras’ show of 2023 appeared first on NME.",,5,5,neutral
5 Times Taylor Swift Wowed Us on the Eras Tour,"Taylor Swift has had many memorable performances throughout her career, but none are as impressive as her Eras Tour. It’s receiving an onslaught of buzz for a reason. The tour is a shining testament to her unparalleled stage presence and innate ability to connect with her fans on a personal level—despite there being 70,000ish of […]The post 5 Times Taylor Swift Wowed Us on the Eras Tour appeared first on American Songwriter.",,5,5,positive
Taylor Swift’s “Cruel Summer” Spends 11th Week As #1 Song On Hot Adult Contemporary Radio Chart,"A beloved song upon release in 2019, Taylor Swift’s “Cruel Summer” has become a megahit in 2023. The song has enjoyed multi-week reigns on the Billboard Hot 100, Mediabase pop radio, and Mediabase hot adult contemporary radio charts. Its Hot AC reign, in fact, reaches 11 weeks this week. “Cruel Summer” stays atop the Hot […]The post Taylor Swift’s “Cruel Summer” Spends 11th Week As #1 Song On Hot Adult Contemporary Radio Chart appeared first on Headline Planet.",,6,6,positive
Travis Kelce Gushes He’s ’Never Dated Anyone’ Like Taylor Swift in New Interview,"Travis Kelce revealed how he started dating Taylor Swift, how he feels about the public reaction to their romance, and more in his first official interview about their relationship.",,1,1,neutral
Taylor Swift’s boyfriend Travis Kelce reveals surprising secret to wooing superstar,"Travis Kelce recently opened up about his blossoming romance with Taylor Swift, sharing details of their intimate moments and how he wooed her. See the details.",,1,1,positive
Taylor Swift: The Eras Tour concert film set for home release - will it be streamed in the UK?,Taylor Swift took to social media to announce the release - with British fans patiently awaiting confirmation of UK release.,,5,5,neutral
Travis Kelce’s Girlfriend: Everything to Know About His Exes and His Romance With Taylor Swift,Travis Kelce's latest girlfriend is Taylor Swift! Learn more about the star football player's love life before he met the pop star.,,1,1,neutral
"Jason Mraz, A Former Taylor Swift Duet Partner, Nailed A ‘Dancing With The Stars’ Routine On The Show’s Taylor Swift Night",Getty Image Mraz went from singing with Swift on stage to dancing to her song on TV.,,3,3,neutral
The Daily Lowdown: Taylor Swift invites family of late fan to Eras concert,"Taylor Swift invited the family of late fan, Ana Clara Benevides, to her Eras concert in Sao Paolo, Brazil...",,5,5,neutral
Taylor Swift meets family of fan who died at Eras Tour show in Brazil ,"Ahead of her final Eras Tour show in São Paulo, Brazil, Taylor Swift posed for a photo with the family of Ana Clara Benevides Machado.",,5,5,neutral
Taylor Swift & Travis Kelce Romance 'Not a Distraction': Patrick Mahomes,"Kansas City Chiefs quarterback Patrick Mahomes is brushing aside concerns that the red-hot romance between teammate Travis Kelce and superstar Taylor Swift is causing people to take their eyes off the ball — the football — in any meaningful way. In a new sit-down with ESPN, Mahomes says the attention doesn't feel any bigger than winning the Super Bowl. ""People see the whole Taylor Swift and Travis and they make it a huge deal, because it is a huge deal, [but] I think it becomes a bigger deal to the fanbases than to the guys that are actually in the building,"" he says in the newly released...",,1,1,neutral
What Is Taylor Swift’s Zodiac Sign?,"Getty Image And more importantly, how compatible is Swift's zodiac sign with Travis Kelce's zodiac sign?",,3,3,neutral
Travis Kelce’s friend thinks Chiefs fans will turn on him because of focus on Taylor Swift,Chiefs fans are going to start doubting',,1,1,neutral
How To Rent Taylor Swift’s ‘The Eras Tour’ Movie On Demand,"Getty Image Taylor Swift's 'The Eras Tour' movie will finally be available to watch at home, so here's how to rent it on demand.",,5,5,neutral
Travis Kelce says he’ll be having a Thanksgiving dinner of KFC without Taylor Swift,(CNN) — Spending Thanksgiving dinner together doesn’t appear to be in the cards for it-couple Travis Kelce and Taylor Swift this year.,,5,1,neutral
An extended Taylor Swift: The Eras Tour will soon be available to watch at home,"For any Swifties who haven’t been able to make it to a theater yet, or want to watch Taylor Swift: The Eras Tour again (and again and again) from the comfort of your own home, your wildest dreams are about to be answered. In a social media post this morning, Taylor announced that her record-breaking concert film will…Read more...",,5,5,neutral
Taylor Swift fans ‘terrified’ as star looks on 'verge of collapse’ in video after fan died in Brazil,"The intense heat at Taylor Swift's concert in Rio de Janeiro raised serious concerns among fans, especially after videos surfaced showing the singer visibly struggling. See details.",,5,5,negative
"Taylor Swift’s Rio tour marred by deaths, muggings and a dangerous heat wave","RIO DE JANEIRO (AP) — The deaths of two people, muggings and a dangerous heat wave left legions of Taylor Swift's Brazilian fans angry and disappointed in the three-day Rio de Janeiro leg of the pop superstar's Eras Tour, which concludes Monday night.Gabriel Mongenot Santana Milhomem Santos, 25, a fan who had traveled from the country’s center-west region to see Swift, was stabbed to death on a Copacabana beach about 3 a.m. Monday, Rio's police said in a statement.It was the second death of a Swift fan in four days. On Friday, 23-year-old Ana Clara Benevides Machado fell ill during the...",,5,5,negative
"Gira de Taylor Swift en Brasil se vio empañada por muertes, atracos y una peligrosa ola de calor","RÍO DE JANEIRO (AP) — La muerte de dos personas, atracos y una peligrosa ola de calor dejaron a legiones de fans brasileños de Taylor Swift enojados y decepcionados en la etapa de tres días en Río de Janeiro de la gira Eras de la superestrella del pop, que concluye el lunes por la noche.",,5,5,negative
Taylor Swift Invites Deceased Fan's Kin To Sao Paulo Concert,Taylor Swift hosted some special guests at her Sunday concert in Brazil … the family of the woman who recently died attending her Rio de Janeiro show. Video posted to X showed five relatives of Ana Clara Benevides Machado enjoying Taylor’s…,,5,5,neutral
Taylor Swift Flies to Kansas City to Reunite With Travis Kelce After Wrapping ‘Eras Tour’ Stop in Brazil,The ‘Karma’ artist reportedly flew to Kansas City after Thanksgiving to see her boyfriend after they spent Thanksgiving apart.,,1,1,neutral
Travis Kelce’s pals say Taylor Swift relationship is ‘the real deal’,"They're still a little shocked by all of it — that he's dating the Taylor Swift,' insider says of two-time Super Bowl champ's friends",,1,1,neutral
"Taylor Swift’s “Cruel Summer” Returns To #1 At Hot Adult Contemporary Radio, Earning 8th Week On Top","After ceding the throne last week, Taylor Swift’s “Cruel Summer” returns to #1 on this week’s Mediabase hot adult contemporary listing. Up one place, the smash secures an eighth overall week as the #1 song at the Hot AC format. “Cruel Summer” received ~5,596 spins during the October 22-28 tracking period, besting last week’s mark […]The post Taylor Swift’s “Cruel Summer” Returns To #1 At Hot Adult Contemporary Radio, Earning 8th Week On Top appeared first on Headline Planet.",,6,6,positive
"Taylor Swift and Brittany Mahomes Exchange Numbers, Friendship Not for Show",The budding friendship between Taylor Swift and Brittany Mahomes isn't just for cameras on Sundays ... they've exchanged phone numbers and they're giving BFF vibes!!! Sources close to Taylor and Brittany tell TMZ ... they swapped digits the first…,,4,4,positive
Travis Kelce Shakes It Off to Taylor Swift's Classic Song at World Series!,"Is it love if your boyfriend dances to your song in public?! Kansas City Chiefs star Travis Kelce was filmed gamely seat-dancing along to his GF Taylor Swift's hit ""Shake It Off"" at Friday's World Series game. Smiling ear to ear, the 34-year-old supportive king saw himself on the big screen and kept going in a short clip captured by the TikTok account @carlyejohnson_. The game was the first meet-up between World Series contenders the Texas Rangers and the Arizona Greenbacks, and took place at Globe Life Field stadium. Taylor was nowhere to be seen, but her song filled the stadium, and filled...",,1,1,positive
Taylor Swift sends Diane Warren flowers in honour of ‘Say Don’t Go’ collaboration,"""It was a dream come true to write with you,"" shared Swift in a thank you noteThe post Taylor Swift sends Diane Warren flowers in honour of ‘Say Don’t Go’ collaboration appeared first on NME.",,4,4,neutral
"Taylor Swift Praises Jack Antonoff, Reveals “Sweeter Than Fiction” Vinyl Release","Yesterday, Taylor Swift took to social media to praise Jack Antonoff and let fans know that “Sweeter Than Fiction” is available on vinyl. Swift shared a heartfelt post and a few photos of her with Antonoff on X. “There you’ll stand ten feet tall, I will say ‘I knew it all along,’” she wrote in […]The post Taylor Swift Praises Jack Antonoff, Reveals “Sweeter Than Fiction” Vinyl Release appeared first on American Songwriter.",,4,4,neutral
Seth Meyers Was Blown Away By Taylor Swift Writing Her Own ‘Perfect ‘SNL’ Monologue’ Her First Time Hosting In 2009,Swift famously performed a roast song during her first time hosting the show.,,5,5,positive
LOOK: Broncos played Taylor Swift after beating the Chiefs,"The Denver Broncos got a little revenge towards the Swifties and the Kansas City Chiefs after the game by playing some Taylor Swift songs to celebrate the 24-9 win.  The Denver Broncos finally beat the Kansas City Chiefs for the first time since 2015 and what better way to celebrate than to play a little Taylor Switch after the game? #Broncos played some Taylor Swift after their defeat of Travis Kelce and the Kansas City ChiefsVideo: @BigCoin260pic.twitter.com/tsCtU6RXiG— MileHighReport (@MileHighReport) October 29, 2023You just know that locker room is fired up tonight. Denver hasn’t had...",,2,2,neutral
Travis Kelce Reacts to Taylor Swift-Inspired Couple’s Halloween Costume: Watch,"Travis Kelce gave his ""hats off"" to a couple's Halloween costume that poked fun at Taylor Swift putting the professional athlete on the map.",,3,3,neutral
“Taylor Swift: The Eras Tour” movie curates unique cinematic experience,“Taylor Swift: The Eras Tour” movie curates unique cinematic experience,,5,5,neutral
Taylor Swift’s 6 Most Spot-on Songs About Friendships,"Taylor Swift is known for singing about her romantic relationships, but her music covers a lot more ground than that. The pop star has some seriously famous friendships. If you follow her on Instagram, you’ll see her constantly hyping up friends like Selena Gomez and Sophie Turner. If there’s one thing that she understands, it’s […]The post Taylor Swift’s 6 Most Spot-on Songs About Friendships appeared first on American Songwriter.",,5,5,positive
Watch Arch Enemy’s Alissa White-Gluz and DragonForce cover Taylor Swift’s ‘Wildest Dreams’,The pop track gets a power metal faceliftThe post Watch Arch Enemy’s Alissa White-Gluz and DragonForce cover Taylor Swift’s ‘Wildest Dreams’ appeared first on NME.,,5,4,neutral
Did Travis Kelce Hint He WILL Be At One Of Taylor Swift’s South America Shows?!,"Taylor Swift is getting back in tour mode — and she may have company! The Love Story singer is set to hit the ground running with the international leg of her Eras Tour on Thursday in Buenos Aires, Argentina, and it sounds like the Kansas City Chiefs tight end ain’t opposed to joining her. Related: [...]Read More...The post Did Travis Kelce Hint He WILL Be At One Of Taylor Swift’s South America Shows?! appeared first on Perez Hilton.",,1,1,positive
Did Travis Kelce Hint at Joining Taylor Swift on Her Eras Tour Stops in South America?,"Are Travis Kelce and Taylor Swift taking their romance to South America? Swift is headed to Buenos Aires, Argentina, this week and then Rio de Janeiro and São Paulo in Brazil for her upcoming Eras tour — and Travis could be joining her. On the “New Heights with Jason and Travis Kelce” podcast, Jason asks his younger brother if he was “looking forward to going to” any upcoming events. Kelce teased, “No, not really… I might just say ‘f**k it’ and just go somewhere nice, I don’t know. My skin’s getting real pale. I gotta go somewhere sunny.” Jason asked, “Someplace south...",,1,1,neutral
"Mexico Supreme Court justice resigns, but not because of criticism over his Taylor Swift fandom","A Mexican Supreme Court justice who rose to fame after openly declaring himself a fan of pop star Taylor Swift has resigned. Justice Arturo Zaldívar said earlier this year he faced criticism for declaring himself a “Swiftie” in June. But in a resignation letter he posted Tuesday, he did not cite criticism of his musical tastes as a reason for resigning. Instead, Zaldívar said his “cycle had come to end” after 14 years of serving on Mexico's highest court. He was one of three justices who regularly sided with President Andrés Manuel López Obrador on rulings, but they are regularly...",,3,3,neutral
Taylor Lautner simply can’t stop backflipping at Taylor Swift’s events,Photo: John Shearer/TAS23/Getty Images for TAS Rights Management Emotional support backflips Continue reading…,,3,3,neutral
Taylor Swift May Replace Herself Atop The Hot 100 Next Week,"Taylor Swift may replace herself at No. 1 on the Hot 100 net week, swapping ""Is It Over Now?"" for current ruler ""Cruel Summer.""",,6,6,positive
Here Are The Taylor Swift Songs That Have Gone To No. 1,Getty Image The 'Cruel Summer' singer recently set a record with her latest chart placement.,,6,6,positive
Jack Antonoff Talks Sudden Popularity of Taylor Swift’s “Cruel Summer”: “I’m Loving Where the Music Business Has Gone”,"Producer, songwriter, and overall Renaissance Man Jack Antonoff recently made an appearance on The Tonight Show Starring Jimmy Fallon, where he discussed choosing singles for album releases, how the music industry has changed, and the sudden popularity of “Cruel Summer,” a song he wrote and produced with Taylor Swift. In 2022 and 2023 alone, Antonoff […]The post Jack Antonoff Talks Sudden Popularity of Taylor Swift’s “Cruel Summer”: “I’m Loving Where the Music Business Has Gone” appeared first on American Songwriter.",,3,3,positive
"Taylor Swift takes us back to 1989, her version this time","On Oct. 27, 2023, Taylor Swift released her highly anticipated re-recorded 1989 (Taylor’s Version) record. This is her latest addition to her catalog of owned music, and one of the biggest releases of her career.",,5,5,positive
Here Are The Taylor Swift Albums That Have Sold The Most,Getty Image Swift has reportedly earned her biggest debut week of sales with '1989 (Taylor's Version).',,6,6,positive
"She’s Upset That Her Long-Distance Boyfriend And His Female Coworker Decided To Dress Up As Travis Kelce And Taylor Swift Together For Halloween, But Her Boyfriend Accused Her Of Not Trusting Him Enough","This 22-year-old woman and her boyfriend, Matt, 23, have been in a relationship for three years. They met at the college they attended in Kentucky, and after two years of dating, they decided to live together until they both graduated. Originally, they both had planned to get their Master’s degrees, but after finishing his undergraduate […]",,3,3,neutral
Taylor Swift fans in Argentina have been camping out for ‘Eras Tour’ shows since June,The pop star is set to kick off the Latin American leg of her tour next weekThe post Taylor Swift fans in Argentina have been camping out for ‘Eras Tour’ shows since June appeared first on NME.,,5,5,neutral
"Travis Kelce Was Asked If He’s In Love With Taylor Swift, And He Answered It All Too Well",Getty Image 'Traylor' (or 'Tayvis') mania has landed in Germany ahead of Kelce and the Kansas City Chiefs' game against the Miami Dolphins.,,1,1,neutral
Taylor Swift Set Even More Records With Her Latest Song To Hit Number One On The Hot 100,Getty Image Taylor Swift practically IS the Billboard Hot 100 at this point.,,6,6,positive
Will Anyone Attempt (Their Version) Albums Like Taylor Swift? Music Execs Hope Not,"Beginning in 2021, the biggest name in music, Taylor Swift, has been re-recording her albums. Why? Because Swift wanted to be in control of her songs (and her masters) in the wake of a 2019 moment when a third-party businessman (Scooter Braun) acquired her catalog after acquiring her former label, Big Machine Records. Ever since, […]The post Will Anyone Attempt (Their Version) Albums Like Taylor Swift? Music Execs Hope Not appeared first on American Songwriter.",,5,5,neutral
Taylor Swift urges voters to go to the polls in these states,"On Election Day, the megastar announced on social media “Voters gonna vote!”",,3,3,neutral
"Taylor Swift’s “1989 (Taylor’s Version)” Debuts With Over 3.5 Million Global Units, Becoming Her 13th 7-Figure Debut","In addition to debuting atop the Billboard 200 with the biggest US numbers of her career, Taylor Swift’s “1989 (Taylor’s Version)” posted a massive global figure. According to Republic Records, “1989 (Taylor’s Version)” debuted with over 3.5 million global album equivalent units. The tally reflects combined activity from album sales, track sales, and track streams. […]The post Taylor Swift’s “1989 (Taylor’s Version)” Debuts With Over 3.5 Million Global Units, Becoming Her 13th 7-Figure Debut appeared first on Headline...",,6,6,positive
Taylor Swift Further Proves She Can Sell An Album Like No Musician In History,Taylor Swift has seen six different albums move at least one million copies in a single week—the most among all acts. Her new set 1989 (Taylor's Version) is the latest.,,6,6,positive
How Taylor Swift’s ‘folklore’ and ‘evermore’ got us through COVID,"By the time July 2020 had rolled around, the world was in dire need of new material from Taylor Swift. While she had shared the rose-colored Lover just a year prior, with the rate she shares music now, it’s a wonder the Swifites ever survived those few Swift-starved months. She ended their fast with an […]The post How Taylor Swift’s ‘folklore’ and ‘evermore’ got us through COVID appeared first on American Songwriter.",,5,5,positive
Taylor Swift Claims Half Of All The Top 40 Songs In America This Week,Taylor Swift charts 20 top 40 hits on the Hot 100 this week as she invades the ranking with songs from her new album 1989 (Taylor's Version).,,6,6,positive
Taylor Swift Ties Bad Bunny As She Claims The No. 1 Song In The World,"Taylor Swift's ""Is It Over Now?"" is the biggest song in the world, and this week doesn't mark the first time she's hit No. 1 on the Billboard Global 200.",,6,6,positive
Much-anticipated Taylor Swift Vancouver tickets now on sale,"The wait to buy tickets for Taylor Swift's 2024 concert dates in Vancouver is finally over, with online sales scheduled to start Thursday morning.",,5,5,neutral
The problem with the new Taylor Swift reporter,Read more...,,3,3,neutral
"Taylor Swift declares 'I'm falling in love' as she takes her first tango in Argentina! Global megastar delights 70,000 fans with romantic surprise track Labyrinth on first leg of international Eras Tour (but there's no sign of Travis Kelce yet)","Taylor Swift hit the stage in style on Thursday, as she kicked off the international leg of her tour at the Monumental stadium in Buenos Aires, Argentina.",,5,5,positive
"Grammys 2024: Top nominees include SZA, Phoebe Bridgers, Victoria Monét and, close behind, Taylor Swift","Other artists with multiple nominations include Murietta-born Olivia Rodrigo, Miley Cyrus, Lana Del Rey and Janelle Monáe. Women artists dominate the major categories, which include Album, Record and Song of the Year",,6,6,positive
"SZA, Taylor Swift, Olivia Rodrigo lead female-dominated 2024 Grammy nominations","SZA earned 9 nominations, followed by Boygenius' Phoebe Bridgers and Victoria Monét with 7. Taylor Swift, Olivia Rodrigo and Miley Cyrus each received 6.",,6,6,positive
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees","There aren't many shocks in the Album of the Year category at this year's Grammys, with names like Taylor Swift, SZA and Olivia Rodrigo leading the charge.",,6,6,positive
Taylor Swift Kicks Off Eras Tour in South America... but Where Was Travis Kelce?,"Taylor Swift launched the Eras tour in South America on Thursday, but her new man Travis Kelce was a no-show. At least it was for a good cause! While Taylor was wowing Swifties at Estadio Más Monumental in Buenos Aires, Argentina, Kelce was supporting Kansas City Chiefs Quarterback Patrick Mahomes at a charity event. Kelce attended the 15 and Mahomies Foundation Gala in Kansas City. Patrick started the nonprofit in 2019, and, according to their website, the organization is all about “improving the lives of children” and “supports initiatives that focus on health, wellness, communities in...",,5,5,positive
"Grammy Awards 2024 Nominations Are Revealed as Taylor Swift, Olivia Rodrigo and More","Music's biggest night is approaching in just a few months, and the nominees for the 2024 awards show have been unveiled.",,6,6,positive
Taylor Swift reschedules Argentina show due to bad weather,"""I love a rain show but I’m never going to endanger my fans or my fellow performers and crew""The post Taylor Swift reschedules Argentina show due to bad weather appeared first on NME.",,5,5,neutral
Taylor Swift Postponed Her Second Argentina ‘Eras Tour’ To Sunday Due To The ‘Truly Chaotic’ Weather,"Getty Image She put out a statement, citing safety concerns for the fans and crew.",,5,5,neutral
Taylor Swift’s Boyfriend: Look Back at Her Full Dating History Before Travis Kelce Romance,Travis Kelce is not the first public figure to date Taylor Swift. Here's everything to know about Taylor's past romances.,,1,1,neutral
Taylor Swift Matches One Of BTS’s Most Impressive Chart Feats,"Taylor Swift and BTS are the only musical acts to hit No. 1 on the Hot 100, then replace themselves with another single...then see that first win return to the summit.",,6,6,positive
Taylor Swift and Travis Kelce Plotting Parents Mashup Ahead of Thanksgiving,"As Taylor Swift and Travis Kelce’s courtship continues, they’ve been rubbing elbows with each other’s parents. There’s just one group …Taylor Swift and Travis Kelce Plotting Parents Mashup Ahead of Thanksgiving was originally published on The Hollywood Gossip.",,1,1,neutral
"Taylor Swift Adds Special Travis Kelce, Chiefs Twist To ‘Karma’","Fans of the Taylor Swift-Travis Kelce romance received plenty more nuggets over the weekend with the Kansas City Chiefs on the bye. Swift hasn’t attended as many NFL games as she did earlier in the season because she’s still continuing her Eras tour. Her stop Saturday was in Argentina, and Kelce was in attendance, where […]",,3,1,neutral
"Beyoncé, Taylor Swift, Ed Sheeran, Morgan Wallen Among Top Nominees for 2024 Pollstar Awards","The nominations have been announced for the 35th annual edition of the Pollstar Awards, which honor excellence in the touring industry. Among the big-name artists receiving nods are Beyoncé, Taylor Swift, Ed Sheeran, Luke Combs, Morgan Wallen, Tyler Childers, Zach Bryan, Drake, SZA, and Peso Pluma, who are all in the running for multiple major […]The post Beyoncé, Taylor Swift, Ed Sheeran, Morgan Wallen Among Top Nominees for 2024 Pollstar Awards appeared first on American Songwriter.",,6,6,positive
Travis Kelce records Christmas song with brother Jason. Is duet with Taylor Swift next?,"Travis Kelce is not only dating singer Taylor Swift, he's now a singer himself. The Kansas City Chiefs star and his brother Jason have recorded a Christmas duet.",,5,3,neutral
CU Boulder to host Taylor Swift laser shows,The University of Colorado Boulder will hold Taylor Swift laser shows in November and December that bring some of her biggest hits to life with laser lights.,,5,5,neutral
Taylor Swift ‘Devastated’ After Fan Reportedly Dies of Cardiac Arrest Before Brazil Concert,"The singer shared a heartbreaking message about the concertgoer, who reportedly passed away before she went on stage in Rio de Janeiro.",,3,3,neutral
Taylor Swift’s New Album Was Bigger Than The Rest Of The Top 50 Titles Combined,"Taylor Swift's new album '1989 (Taylor's Version)' wasn't just a bestseller when it arrived, it blew every other title away.",,5,6,positive
Taylor Swift kisses Travis Kelce after Buenos Aires concert,"Taylor Swift planted a kiss on her boyfriend Travis Kelce following her Eras Tour show in Buenos Aires. The ‘Shake It Off’ hitmaker performed a gig at the Argentine capital’s Estadio River Plate on Saturday night and celebrated afterwards by rushing into the arms of the NFL star and embracing him. During the show, Taylor […]",,1,1,neutral
Joy Behar Reveals Why She Doesn’t Want Taylor Swift to End Up With Travis Kelce,The talk show host let loose with a stunning opinion on why Travis and his popstar girlfriend shouldn't be together.,,3,3,negative
Taylor Swift's dad called a 'CHEATER' for wearing a Chiefs lanyard with Travis Kelce despite being a HUGE Philadelphia Eagles fan: 'Feeling a little traitorous',There might be no surer sign that Travis Kelce has won over Taylor Swift's dad than the sight of him wearing a Kansas City Chiefs lanyard at her Buenos Aires concert on Saturday night.,,3,1,neutral
Taylor Swift Rocked Stylish Snakeskin Heels for Fall & You Can Shop Her Exact Pair,"Taylor Swift looked fabulous when she wore a pair of snakeskin heels while out in NYC and you can shop her exact pair, right here.",,3,3,neutral
Travis Kelce Reveals How He Feels About Taylor Swift’s Epic ‘Karma’ Lyric Change,Travis Kelce admits he had a 'clue' that Taylor Swift was going to change the lyrics to 'Karma' at her Argentina concert.,,3,1,neutral
Behind the Meaning of Taylor Swift’s Ode to New Love “Labyrinth”,"Oh no, I’m falling in love again, Taylor Swift sings in the chorus of her Midnights cut, “Labyrinth.” Swift brought this atmospheric track out on the opening night of the Eras Tour in Argentina. Arguably no song could be a better fit for Swift’s life right now. If you believe the rumors (and it’s getting […]The post Behind the Meaning of Taylor Swift’s Ode to New Love “Labyrinth” appeared first on American Songwriter.",,5,5,neutral
Travis Kelce’s Chiefs Coach Praises His Taylor Swift Romance Amid His NFL Career: It’s a ‘Good Thing’,"Andy Reid showed his full support for his tight-end dating the pop superstar in a new interview, where he spoke about how Taylor Swift's presence has affected his job.",,3,1,positive
"47 Records That Could Be Broken by Taylor Swift, Drake, and More at the 2024 Billboard Music Awards","Nearly 50 records are about to be broken during the 2023 Billboard Music Awards on Sunday (November 19). The awards show will stream on BBMAs.watch with performances posted on the social media channels for the Billboard Music Awards. This year, Taylor Swift may become the most-awarded artist in BMA history and topple Drake’s ranking. Drake currently […]The post 47 Records That Could Be Broken by Taylor Swift, Drake, and More at the 2024 Billboard Music Awards appeared first on American Songwriter.",,6,6,positive
Taylor Swift postpones Brazil concert amid heat wave day after fan dies at Friday show,Taylor Swift postponed her Saturday show in Brazil amid heat wave in Rio de Janeiro. One of Swift's fans died at her concert on Friday night after passing out.,,5,5,neutral
‘MOST ICONIC POP WOMAN’: Britney Spears was stunned by Taylor Swift’s singing back in 2003,Britney Spears was wowed by Taylor Swift before she was famous. The ‘Oops!… I Did It Again’ star took to Instagram on Saturday to reveal that she first met the ‘Blank Space’ hitmaker backstage at one of her concerts in 2003. Britney was already a global superstar at the time but was left astonished by […],,4,4,positive
"The Kid LAROI, Jung Kook & Central Cee’s “TOO MUCH,” Taylor Swift’s “Is It Over Now,” Kenya Grace’s “Strangers” Make Top 20 At Pop Radio","The Kid LAROI, Jung Kook & Central Cee’s “TOO MUCH,” Taylor Swift’s “Is It Over Now? (Taylor’s Version),” and Kenya Grace’s “Strangers” officially move into the Top 20 on this week’s Mediabase pop radio chart. Played 4,916 times during the November 5-11 tracking period, “TOO MUCH” rises four places to a new high of #17. […]The post The Kid LAROI, Jung Kook & Central Cee’s “TOO MUCH,” Taylor Swift’s “Is It Over Now,” Kenya Grace’s “Strangers” Make Top 20 At...",,6,6,positive
Travis Kelce Was Just As Surprised As The Swifties When He Heard Taylor Swift’s ‘Karma’ Lyric Change,"Getty Image The change was well-received, as evidenced by a passionate kiss.",,3,1,neutral
Taylor Swift and Travis Kelce’s Parents Will Reportedly Meet for Upcoming Kansas City Chiefs Game,The NFL star's parents are reportedly set to meet the pop sensation's mom and dad when his team plays against the Philadelphia Eagles on November 20.,,1,1,positive
Christ the Redeemer welcomes Taylor Swift to Rio as Philly 'punts' her for Eagles-Chiefs game,Taylor Swift fans lit up Brazil's Christ the Redeemer statue Thursday. But the City of Brotherly Love doesn't share the sentiment ahead of Eagles-Chiefs game.,,3,6,positive
Taylor Swift party at Fox Theatre and other events for today,"Things to do in Boulder on Saturday, Nov. 18.",,3,3,neutral
Taylor Swift fan dies at Rio concert as fans complain about high temperatures and lack of water,"A 23-year-old Taylor Swift fan died at the singer’s Eras Tour concert in Rio de Janeiro Friday night, according to a statement from the show’s organizers in Brazil.…",,3,3,neutral
"Travis Kelce apologizes for viral Eras Tour moment, shares surprise details of relationship with Taylor Swift's dad","Travis Kelce opened up about his weekend with Taylor Swift in Argentina, and what it was really like to watch the Eras Tour alongside her dad Scott Swift",,1,1,neutral
"Taylor Swift postpones Rio de Janeiro show, citing record heat a day after fan dies during concert",RIO DE JANEIRO (AP) — Taylor Swift postponed an Eras Tour concert in Rio de Janeiro Saturday after a 23-year-old…,,5,5,neutral
